,brand,category,name,rating,number_of_reviews,price,value_price,MarketingFlags,MarketingFlags_content,online_only,exclusive,limited_edition,limited_time_offer,likes
694,belif,Face Wash & Cleansers,Creamy Cleansing Foam Moist ,1,232,26.0,26.0,True,exclusive,0,1,0,0,7800
696,belif,Face Wash & Cleansers,Problem Solution Cleansing Foam,1,110,24.0,24.0,True,exclusive,0,1,0,0,5500
697,belif,Moisturizers,The True Cream Aqua Bomb Deco,1,20,22.0,22.0,True,limited edition · exclusive,0,1,1,0,1500
698,belif,Face Serums,Youth Creator- Age Knockdown Bomb,1,302,65.0,65.0,True,exclusive,0,1,0,0,4200
699,belif,Moisturizers,The True Cream Aqua Bomb Aloe Vera,0,0,38.0,38.0,True,limited edition · exclusive,0,1,1,0,1300
700,belif,Moisturizers,Milky Hydra Balancing Moisturizer ,1,65,38.0,38.0,True,exclusive,0,1,0,0,6000
701,belif,Face Wash & Cleansers,Cleansing Gel Oil Enriched,1,99,34.0,34.0,True,exclusive,0,1,0,0,9400
702,belif,Face Wash & Cleansers,Pore Cleaner Foam Cleanser,1,60,20.0,20.0,True,exclusive,0,1,0,0,4700
703,belif,Face Masks,Pore Cleaner Bubble Foam,1,711,36.0,36.0,True,exclusive,0,1,0,0,5700
704,belif,Moisturizers,Pore Cleaner Moisturizer,1,55,32.0,32.0,True,exclusive,0,1,0,0,5700
705,belif,Mists & Essences,Aqua Bomb Mist,1,37,34.0,34.0,True,exclusive,0,1,0,0,8100
706,belif,Mists & Essences,The True Tincture Essence - Chamomile,1,23,46.0,46.0,True,exclusive,0,1,0,0,4200
707,belif,Face Wash & Cleansers,Cleansing Herb Water,1,20,26.0,26.0,True,exclusive,0,1,0,0,2900
708,Benefit Cosmetics,Eyebrow,Gimme Brow+ Volumizing Eyebrow Gel,1,4000,24.0,24.0,False,0,0,0,0,0,179100
709,Benefit Cosmetics,Eyebrow,"Precisely, My Brow Pencil Ultra Fine Shape & Define",1,4000,24.0,24.0,False,0,0,0,0,0,140300
712,Benefit Cosmetics,Eyebrow,Goof Proof Brow Pencil Easy Shape & Fill,1,1000,24.0,24.0,False,0,0,0,0,0,100800
713,Benefit Cosmetics,Mascara,Roller Lash Curling & Lifting Mascara ,1,5000,25.0,25.0,False,0,0,0,0,0,172500
714,Benefit Cosmetics,Face Primer,The POREfessional Face Primer ,1,7000,32.0,32.0,False,0,0,0,0,0,302200
715,Benefit Cosmetics,Eyebrow,Mini Gimme Brow+ Volumizing Eyebrow Gel,1,363,14.0,14.0,False,0,0,0,0,0,42100
716,Benefit Cosmetics,Mascara,BADgal BANG! Volumizing Mascara,1,4000,25.0,25.0,False,0,0,0,0,0,54800
717,Benefit Cosmetics,Value & Gift Sets,Great Brow Basics Pencil & Gel Set,1,82,36.0,60.0,True,limited edition,0,0,1,0,27800
718,Benefit Cosmetics,Makeup,Hoola Matte Bronzer Mini,1,2000,17.0,17.0,False,0,0,0,0,0,58000
720,Benefit Cosmetics,Eyebrow,24-HR Brow Setter Shaping & Setting Gel,1,448,24.0,24.0,False,0,0,0,0,0,30600
721,Benefit Cosmetics,Concealer,Boi-ing Industrial Strength Concealer,1,4000,22.0,22.0,False,0,0,0,0,0,63100
722,Benefit Cosmetics,Cheek Palettes,"Cheeks Stars Reunion Tour: Blush, Bronzer & Highlighter Palette",1,16,60.0,60.0,True,limited edition,0,0,1,0,4700
724,Benefit Cosmetics,Concealer,Boi-ing Cakeless Concealer,1,5000,22.0,22.0,False,0,0,0,0,0,20600
725,Benefit Cosmetics,Eyeliner,Roller Liner Waterproof Liquid Eyeliner,1,1000,22.0,22.0,False,0,0,0,0,0,16000
726,Benefit Cosmetics,Mascara,Roller Lash Mascara Super Curling Deal Value Set,1,11,25.0,38.0,True,limited edition · online only,1,0,1,0,2600
727,Benefit Cosmetics,Eye Sets,Gimme Brow+ Volumizing Eyebrow Gel Jumbo,0,1,38.0,38.0,True,limited edition,0,0,1,0,665
729,Benefit Cosmetics,Makeup,The POREfessional Face Primer Mini,1,7000,13.0,13.0,False,0,0,0,0,0,45600
730,Benefit Cosmetics,Blush,Benetint Cheek & Lip Stain 10ml,1,2000,30.0,30.0,False,0,0,0,0,0,56100
731,Benefit Cosmetics,Makeup,They’re Real! Lengthening & Volumizing Mascara Mini,1,313,13.0,13.0,False,0,0,0,0,0,17800
733,Benefit Cosmetics,Highlighter,Cookie Highlighter,1,156,30.0,30.0,False,0,0,0,0,0,21800
734,Benefit Cosmetics,Bronzer,Hoola Matte Bronzer Jumbo,1,52,44.0,60.0,True,limited edition,0,0,1,0,8500
735,Benefit Cosmetics,Eyebrow,Double the Precision Ultra-Fine Brow Defining Pencil Duo,1,1,24.0,38.0,True,limited edition,0,0,1,0,1900
736,Benefit Cosmetics,Eyebrow,Goof Proof Brow Pencil Easy Shape & Fill Mini,1,175,14.0,14.0,False,0,0,0,0,0,21200
737,Benefit Cosmetics,Mascara,BADgal Lash Mascara,1,6000,20.0,20.0,False,0,0,0,0,0,37000
738,Benefit Cosmetics,Foundation,Hello Happy Flawless Brightening Foundation,1,63,30.0,30.0,False,0,0,0,0,0,4000
739,Benefit Cosmetics,Concealer,Boi-ing Hydrating Concealer,1,1000,22.0,22.0,False,0,0,0,0,0,15000
740,Benefit Cosmetics,Makeup,Roller Lash Curling & Lifting Mascara Mini,1,219,13.0,13.0,False,0,0,0,0,0,23000
741,Benefit Cosmetics,Blush,Dandelion Box o’ Powder Blush,1,1000,30.0,30.0,False,0,0,0,0,0,65800
742,Benefit Cosmetics,Eye Sets,Gimme More Brow! Gel Set,1,35,24.0,36.0,False,0,0,0,0,0,10900
743,Benefit Cosmetics,Foundation,Hello Happy Velvet Powder Foundation,0,64,30.0,30.0,False,0,0,0,0,0,3500
744,Benefit Cosmetics,Eyeliner,Roller Liner Waterproof Liquid Eyeliner Mini,1,219,12.0,12.0,False,0,0,0,0,0,12000
745,Benefit Cosmetics,Face Sets,The POREfessional Big Prime Deal Smoothing Pore Primer Set,0,0,32.0,45.0,False,0,0,0,0,0,394
746,Benefit Cosmetics,Face Primer,The POREfessional: Hydrate Primer,1,400,32.0,32.0,False,0,0,0,0,0,2100
747,Benefit Cosmetics,Eye Primer,Stay Don’t Stray 360 Degree Stay Put Eyeshadow Primer ,1,2000,26.0,26.0,False,0,0,0,0,0,29000
748,Benefit Cosmetics,Eyebrow,Browmazing Deal Eyebrow Pencil Set,1,13,32.0,48.0,False,0,0,0,0,0,7300
749,Benefit Cosmetics,Blush,GALifornia Blush,1,145,30.0,30.0,False,0,0,0,0,0,24700
750,Benefit Cosmetics,Highlighter,Watt’s Up! Cream-to-Powder Highlighter,1,2000,30.0,30.0,False,0,0,0,0,0,89500
751,Benefit Cosmetics,Eyebrow,BROWVO! Conditioning Primer Nutrient Rich Eyebrow Primer,1,305,28.0,28.0,False,0,0,0,0,0,20300
752,Benefit Cosmetics,Eyebrow,Feathered & Full Brow Set,1,20,34.0,65.0,True,exclusive,0,1,0,0,7100
753,Benefit Cosmetics,Eyebrow,Foolproof Brow Powder,1,168,24.0,24.0,False,0,0,0,0,0,14200
754,Benefit Cosmetics,Mini Size,Mini Blush and Bronzer Palette,0,5,30.0,51.0,True,limited edition · exclusive,0,1,1,0,3600
755,Benefit Cosmetics,Face Brushes,Hoola Bronzing & Contouring Brush,1,142,24.0,24.0,True,online only,1,0,0,0,28700
756,Benefit Cosmetics,Eyebrow,Brow Styler Eyebrow Pencil & Powder Duo,1,771,34.0,34.0,False,0,0,0,0,0,12100
757,Benefit Cosmetics,Eyeliner,Roller Liner Double Liner Deal Value Set,0,0,22.0,34.0,True,limited edition · online only,1,0,1,0,1200
758,Benefit Cosmetics,Face Primer,The POREfessional Pearl Primer,1,104,32.0,32.0,False,0,0,0,0,0,11900
759,Benefit Cosmetics,Eyebrow,24-hr Brow Setter Mini,1,13,14.0,14.0,False,0,0,0,0,0,3700
760,Benefit Cosmetics,Makeup,Dandelion Box o’ Powder Blush Mini,1,67,17.0,17.0,False,0,0,0,0,0,17900
761,Benefit Cosmetics,Eye Sets,Brow Pencil Party,0,0,32.0,48.0,True,exclusive · online only,1,1,0,0,748
762,Benefit Cosmetics,Eyebrow,High Brow Highlight & Lift Pencil ,1,94,22.0,22.0,False,0,0,0,0,0,13100
763,Benefit Cosmetics,Highlighter,Dandelion Twinkle Highlighter,1,178,30.0,30.0,False,0,0,0,0,0,24500
764,Benefit Cosmetics,Highlighter,High Beam Liquid Highlighter,1,21,18.0,18.0,False,0,0,0,0,0,3000
766,Benefit Cosmetics,Makeup,GALifornia Blush Mini,1,90,17.0,17.0,False,0,0,0,0,0,13300
767,Benefit Cosmetics,Eye Palettes,Brow Zings Pro Palette,0,15,39.0,39.0,False,0,0,0,0,0,2200
768,Benefit Cosmetics,Face Primer,The POREfessional: Matte Rescue Invisible Finish Mattifying Gel,0,456,32.0,32.0,False,0,0,0,0,0,20200
769,Benefit Cosmetics,Mini Size,Sugarbomb Blush Mini,1,1,17.0,17.0,True,online only,1,0,0,0,1800
770,Benefit Cosmetics,Blush,Georgia Blush,0,5,30.0,30.0,True,exclusive,0,1,0,0,1300
771,Benefit Cosmetics,Makeup,ka-BROW! Cream-Gel Eyebrow Color with Brush Mini,1,152,14.0,14.0,False,0,0,0,0,0,21400
772,Benefit Cosmetics,Face Sets,Prime Pearl Deal! POREfessional Brightening Value Set,1,2,32.0,45.0,True,limited edition · online only,1,0,1,0,1200
773,Benefit Cosmetics,Makeup,Dandelion Twinkle Highlighter Mini,1,115,17.0,17.0,False,0,0,0,0,0,15900
774,Benefit Cosmetics,Eye Sets,Precisely Plus One Brow Pencil Duo,1,15,24.0,36.0,True,limited edition · exclusive,0,1,1,0,12400
775,Benefit Cosmetics,Eye Sets,Lash & Line-up Mascara & Eyeliner Set,0,7,32.0,47.0,True,limited edition,0,0,1,0,3200
776,Benefit Cosmetics,Blush,Gold Rush Blush,1,66,30.0,30.0,False,0,0,0,0,0,8500
777,Benefit Cosmetics,Eye Brushes,Angled Brow Brush & Spoolie,1,62,20.0,20.0,False,0,0,0,0,0,9700
778,Benefit Cosmetics,Mini Size,Georgia Blush Mini,0,13,17.0,17.0,False,0,0,0,0,0,3600
780,Benefit Cosmetics,Eyebrow,Brow Contour Pro,1,3000,34.0,34.0,False,0,0,0,0,0,34300
781,Benefit Cosmetics,Face Primer,The POREfessional: Mini Hydrate Primer,1,7,13.0,13.0,False,0,0,0,0,0,2800
782,Benefit Cosmetics,Foundation,Hello Happy Air Stick Foundation SPF 20,1,1,32.0,32.0,False,0,0,0,0,0,696
783,Benefit Cosmetics,Eye Sets,Brows & New Beginnings! Mini Value Set,1,1,34.0,59.0,True,limited edition,0,0,1,0,2700
784,Benefit Cosmetics,Makeup,BADgal Lash Mascara Mini,0,54,11.0,11.0,True,limited edition · exclusive,0,1,1,0,4900
785,Benefit Cosmetics,Makeup,BROWVO! Conditioning Primer Nutrient Rich Eyebrow Primer Mini,1,73,14.0,14.0,True,online only,1,0,0,0,11200
786,Benefit Cosmetics,Lip Stain,Lovetint Lip & Cheek Stain,0,15,18.0,18.0,False,0,0,0,0,0,3600
787,Benefit Cosmetics,Tweezers & Eyebrow Tools,Grooming Tweezer & Brush,1,40,20.0,20.0,False,0,0,0,0,0,7800
788,Benefit Cosmetics,Eyebrow,3D BROWtones Instant Color Highlights,1,166,24.0,24.0,False,0,0,0,0,0,15300
789,Benefit Cosmetics,Mini Size,Dallas Blush Mini,0,6,17.0,17.0,True,online only,1,0,0,0,1100
790,Benefit Cosmetics,Makeup,The POREfessional Pearl Primer Mini,1,112,13.0,13.0,False,0,0,0,0,0,10800
791,Benefit Cosmetics,Blush,Gold Rush Blush Mini,1,80,17.0,17.0,False,0,0,0,0,0,5200
792,Benefit Cosmetics,Value & Gift Sets,"Hello, San FrancisGLOW! 'Glowin Downtown' Highlighter Kit",0,18,26.0,44.0,True,limited edition · online only,1,0,1,0,9100
793,Benefit Cosmetics,Makeup,The POREfessional: Matte Rescue Invisible Finish Mattifying Gel Mini,0,109,13.0,13.0,False,0,0,0,0,0,10500
794,Benefit Cosmetics,Face Sets,Supersized Superstars Jumbo Primer & Bronzer Set,1,1,69.0,124.0,True,limited edition · exclusive,0,1,1,0,1100
795,Benefit Cosmetics,Eyeliner,Roller Eye Bright Pencil,0,30,20.0,20.0,False,0,0,0,0,0,3400
796,Benefit Cosmetics,Mirrors & Sharpeners,All-Purpose Pencil Sharpener,1,48,5.0,5.0,False,0,0,0,0,0,6100
797,Benefit Cosmetics,Eyebrow,"Boss Brows, Baby! Brow Duo Set",1,18,34.0,58.0,True,limited edition,0,0,1,0,14600
798,Benefit Cosmetics,Highlighter,Tickle Highlighter,1,25,30.0,30.0,False,0,0,0,0,0,5200
799,Benefit Cosmetics,Foundation,Hello Happy Flawless Brightening Foundation Mini,1,24,15.0,15.0,False,0,0,0,0,0,5900
800,Benefit Cosmetics,Foundation,Hello Happy Soft Blur Foundation,1,319,30.0,30.0,False,0,0,0,0,0,24900
801,BERDOUES,Perfume,Péng Lái,1,29,88.0,88.0,False,0,0,0,0,0,1900
802,BERDOUES,Perfume Gift Sets,Berdoues Grands Crus Discovery Set,1,31,22.0,22.0,True,exclusive · online only,1,1,0,0,1900
803,BERDOUES,Perfume,Assam Of India,1,30,88.0,88.0,False,0,0,0,0,0,2700
805,BERDOUES,Perfume,Azur Riviera,1,10,88.0,88.0,True,online only,1,0,0,0,486
806,BERDOUES,Perfume,Somei Yoshino,1,22,88.0,88.0,False,0,0,0,0,0,2600
807,BERDOUES,Rollerballs & Travel Size,Assam Of India Travel Spray,1,7,25.0,25.0,True,exclusive · online only,1,1,0,0,847
808,BERDOUES,Perfume,Scorza Di Sicilia,0,6,88.0,88.0,False,0,0,0,0,0,689
809,BERDOUES,Rollerballs & Travel Size,Azur Riviera Travel Spray,1,10,25.0,25.0,True,online only,1,0,0,0,481
810,BERDOUES,Perfume,Somei Yoshino Travel Spray,1,3,25.0,25.0,True,exclusive · online only,1,1,0,0,875
811,BERDOUES,Perfume,Selva Do Brazil,1,5,88.0,88.0,False,0,0,0,0,0,846
812,BERDOUES,Perfume,Hoja de Cuba,1,3,88.0,88.0,False,0,0,0,0,0,651
813,BERDOUES,Perfume,Oud Al Sahraa,1,9,88.0,88.0,False,0,0,0,0,0,1000
815,Bésame Cosmetics,Lip Sets,7 Dwarfs Mini Lipstick Set,0,36,35.0,35.0,True,limited edition,0,0,1,0,8000
816,Bésame Cosmetics,Face Brushes,Boudoir Short Hair Contour Brush,1,30,48.0,48.0,False,0,0,0,0,0,6400
817,Better Not Younger,Scalp & Hair Treatments,Superpower Fortifying Hair & Scalp Serum,1,63,47.0,47.0,True,exclusive · online only,1,1,0,0,2500
818,Better Not Younger,Hair Styling Products,Lift Me Up Hair Thickener,1,44,34.0,34.0,True,exclusive · online only,1,1,0,0,1100
819,Better Not Younger,Hair Primers,No Remorse Heat Protection & Taming Spray,1,11,32.0,32.0,True,exclusive · online only,1,1,0,0,967
820,Better Not Younger,Hair Masks,Hair Redemption Butter Masque,1,36,35.0,35.0,True,exclusive · online only,1,1,0,0,1400
821,Better Not Younger,Shampoo,Wake Up Call Volumizing Shampoo,1,49,27.0,27.0,True,exclusive · online only,1,1,0,0,852
822,Better Not Younger,Conditioner,Wake Up Call Volumizing Conditioner,1,52,27.0,27.0,True,exclusive · online only,1,1,0,0,476
823,Better Not Younger,Beauty Supplements,Power Within Skin & Scalp Collagen Gummies,1,4,25.0,25.0,True,exclusive · online only,1,1,0,0,451
824,Better Not Younger,Value & Gift Sets,Scalp Detox & Hair Volumizing Kit,1,4,44.0,52.0,True,exclusive · online only,1,1,0,0,466
825,Better Not Younger,Scalp & Hair Treatments,New Dawn Activated Charcoal Scalp Cleanser,1,58,34.0,34.0,True,exclusive · online only,1,1,0,0,781
826,Better Not Younger,Beauty Supplements,Significant Other Hair Fortifying Vitamin Gummies,1,6,25.0,25.0,True,exclusive · online only,1,1,0,0,456
827,Better Not Younger,Value & Gift Sets,Volume & Restore Kit,1,5,45.0,53.0,True,exclusive · online only,1,1,0,0,327
828,Better Not Younger,Hair Masks,Silver Lining Purple Butter Masque,0,4,35.0,35.0,True,exclusive · online only,1,1,0,0,268
829,Better Not Younger,Conditioner,Second Chance Repairing Conditioner,1,7,27.0,27.0,True,exclusive · online only,1,1,0,0,273
830,Better Not Younger,Shampoo,Second Chance Repairing Shampoo,1,13,27.0,27.0,True,exclusive · online only,1,1,0,0,386
831,Bio Ionic,Hair Straighteners & Flat Irons,"10X Pro Styling Iron 1""",1,167,230.0,230.0,False,0,0,0,0,0,11100
832,Bio Ionic,Curling Irons,"Long Barrel Styler Pro Curling Iron 1""",1,53,140.0,140.0,False,0,0,0,0,0,6400
834,Bio Ionic,Curling Irons,"GrapheneMX™ Curling Iron 1.25""",1,7,169.0,169.0,False,0,0,0,0,0,972
836,Bio Ionic,Value & Gift Sets,"Eternity Wand Pro Styling Wand 1""",1,39,120.0,120.0,True,exclusive · online only,1,1,0,0,5400
837,Bio Ionic,Hair Brushes & Combs,GrapheneMX™ Boar Styling Brush,1,14,42.0,42.0,True,online only,1,0,0,0,1500
838,Bio Ionic,Hair Dryers,10X Ultralight Speed Dryer,1,127,295.0,295.0,False,0,0,0,0,0,6300
839,Bio Ionic,Hair Dryers,Power Diva Pro Style Dryer,1,19,150.0,150.0,True,exclusive · online only,1,1,0,0,2400
840,Bio Ionic,Hair Dryers,GrapheneMX™ Professional Dryer,1,2,299.0,299.0,False,0,0,0,0,0,437
841,Bio Ionic,Hair Brushes & Combs,GrapheneMX™ Paddle Brush,1,13,28.0,28.0,True,online only,1,0,0,0,799
842,Bio Ionic,Hair Straighteners & Flat Irons,GrapheneMX™ Thermal Styling Brush,1,2,35.0,35.0,True,online only,1,0,0,0,653
843,Biossance,Value & Gift Sets,Your Favorite Kit by Aimee Song,1,2,88.0,129.0,True,limited edition · exclusive,0,1,1,0,6200
844,Biossance,Face Oils,Squalane + Vitamin C Rose Oil,1,629,72.0,72.0,True,limited edition · exclusive,0,1,1,0,60000
845,Biossance,Moisturizers,Squalane + Omega Repair Cream,1,533,58.0,58.0,True,exclusive,0,1,0,0,21500
847,Biossance,Eye Creams & Treatments,Squalane + Marine Algae Eye Cream,1,488,54.0,54.0,True,exclusive,0,1,0,0,29100
848,Biossance,Moisturizers,Squalane + Probiotic Gel Moisturizer,1,459,52.0,52.0,True,exclusive,0,1,0,0,28600
849,Biossance,Value & Gift Sets,Top Shelfies Kit,1,53,58.0,114.0,True,limited edition · exclusive · online only,1,1,1,0,18300
850,Biossance,Face Masks,Squalane + Glycolic Renewal Mask,1,129,68.0,68.0,True,exclusive,0,1,0,0,29700
851,Biossance,Eye Creams & Treatments,Squalane + Peptide Eye Gel,0,496,54.0,54.0,True,exclusive,0,1,0,0,41900
852,Biossance,Face Serums,Squalane + Phyto-Retinol Serum,1,464,72.0,72.0,True,exclusive,0,1,0,0,24400
853,Biossance,Face Oils,Squalane + Tea Tree Balancing Oil,1,445,49.0,49.0,True,exclusive,0,1,0,0,18300
854,Biossance,Face Oils,100% Sugarcane Squalane,1,268,32.0,32.0,True,exclusive,0,1,0,0,30800
855,Biossance,Face Wash & Cleansers,Squalane + Antioxidant Cleansing Oil,1,343,30.0,30.0,True,exclusive,0,1,0,0,23400
856,Biossance,Face Sunscreen,Squalane + Zinc Sheer Mineral Sunscreen SPF 30 PA +++,1,19,30.0,30.0,True,exclusive,0,1,0,0,6000
857,Biossance,Face Wash & Cleansers,Squalane + Tea Tree Cleansing Gel,1,308,29.0,29.0,True,exclusive,0,1,0,0,13300
858,Biossance,Face Masks,Squalane + Vitamin C Rose Mask,1,325,48.0,48.0,True,exclusive · online only,1,1,0,0,10100
859,Biossance,Value & Gift Sets,The Tea Tree Trio,1,34,29.0,35.0,True,exclusive,0,1,0,0,9400
860,Biossance,Face Masks,Squalane + Tea Tree Detox Mask,1,281,39.0,39.0,True,exclusive,0,1,0,0,13700
862,Biossance,Lip Balms & Treatments,Squalane+ Rose Vegan Lip Balm,0,224,18.0,18.0,True,exclusive,0,1,0,0,15900
863,Biossance,Deodorant & Antiperspirant,Squalane + Bamboo Deodorant,0,252,14.0,14.0,True,exclusive,0,1,0,0,3800
864,Bite Beauty,Lipstick,Power Move Creamy Matte Lip Crayon,1,1000,24.0,24.0,True,exclusive,0,1,0,0,48700
865,Bite Beauty,Foundation,Changemaker Supercharged Micellar Foundation,1,1000,39.5,39.5,True,exclusive,0,1,0,0,37400
866,Bite Beauty,Lip Balm & Treatment,Agave+ Daytime Vegan Lip Balm,0,1000,14.0,14.0,True,exclusive,0,1,0,0,30400
867,Bite Beauty,Lip Balm & Treatment,Agave+ Nighttime Vegan Lip Therapy,1,321,24.0,24.0,True,exclusive,0,1,0,0,25800
868,Bite Beauty,Lip Balm & Treatment,Agave+ Intensive Vegan Lip Mask,0,437,26.0,26.0,True,exclusive,0,1,0,0,9500
869,Bite Beauty,Lip Balm & Treatment,Agave+ Weekly Vegan Lip Scrub,1,132,22.0,22.0,True,exclusive,0,1,0,0,18900
870,Bite Beauty,Face Primer,Changemaker Skin-Optimizing Primer,1,812,38.0,38.0,True,exclusive,0,1,0,0,8900
871,Bite Beauty,Lip Stain,Outburst Longwear Lip Stain,1,270,24.0,24.0,True,exclusive,0,1,0,0,23000
872,Bite Beauty,Setting Spray & Powder,Changemaker Flexible Coverage Pressed Powder,1,795,36.0,36.0,True,exclusive,0,1,0,0,7300
873,Bite Beauty,Lipstick,Crystal Crème Shimmer Lip Crayon,1,103,24.0,24.0,True,exclusive,0,1,0,0,14700
874,Bite Beauty,Lip Balm & Treatment,Agave+ Pre-Makeup Vegan Lip Serum,0,31,24.0,24.0,True,exclusive,0,1,0,0,10800
875,Bite Beauty,Lip Balm & Treatment,Line & Define Vegan Lip Primer,0,5,22.0,22.0,False,0,0,0,0,0,3500
876,bkr,Holistic Wellness,Spiked Lala Glass Water Bottle,1,38,58.0,58.0,True,online only,1,0,0,0,5300
877,Black Up,Foundation,Full Coverage Cream Foundation,1,45,43.5,43.5,True,exclusive,0,1,0,0,5800
878,Black Up,Lipstick,Lip Lacquer,0,11,23.0,23.0,True,exclusive,0,1,0,0,5000
879,Black Up,Lipstick,Matte Liquid Lipcolor,0,17,27.5,27.5,True,exclusive,0,1,0,0,7800
880,Black Up,Highlighter,Strobing Highlighting Stick,0,6,34.0,34.0,True,exclusive,0,1,0,0,2200
881,Black Up,Foundation,Matifying Fluid Foundation,1,82,41.5,41.5,True,exclusive,0,1,0,0,10300
882,Blinc,Mascara,Mascara Amplified,1,1000,26.0,26.0,True,exclusive,0,1,0,0,19500
883,Blinc,Mascara,Blinc Mascara,1,3000,26.0,26.0,False,0,0,0,0,0,21600
884,Blinc,Mascara,Lash Primer,1,56,26.0,26.0,False,0,0,0,0,0,5100
885,Bobbi Brown,Highlighter,Highlighting Powder,1,362,48.0,48.0,False,0,0,0,0,0,71800
886,Bobbi Brown,Moisturizers,Vitamin Enriched Face Base Priming Moisturizer,1,1000,60.0,60.0,False,0,0,0,0,0,110700
887,Bobbi Brown,Foundation,Skin Long-Wear Fluid Powder Foundation SPF 20,1,29,40.0,40.0,False,0,0,0,0,0,3700
888,Bobbi Brown,Eye Palettes,Nude Drama II Eyeshadow Palette,1,9,59.0,146.0,True,limited edition · exclusive,0,1,1,0,6200
889,Bobbi Brown,Concealer,Under Eye Corrector,1,1000,29.0,29.0,False,0,0,0,0,0,62500
891,Bobbi Brown,Makeup,Highlighting Powder Mini,1,8,25.0,25.0,True,limited edition · exclusive,0,1,1,0,11000
892,Bobbi Brown,Eyeliner,Long-Wear Gel Eyeliner,1,2000,27.0,27.0,False,0,0,0,0,0,103200
894,Bobbi Brown,Eyeshadow,Long-Wear Cream Shadow Stick,1,471,30.0,30.0,True,online only,1,0,0,0,58500
895,Bobbi Brown,Bronzer,Bronzer,1,555,44.0,44.0,False,0,0,0,0,0,44400
896,Bobbi Brown,Foundation,Skin Foundation Stick,1,1000,47.0,47.0,False,0,0,0,0,0,63600
897,Bobbi Brown,Skincare,Vitamin Enriched Face Base Priming Moisturizer Mini,1,1000,20.0,20.0,True,limited edition,0,0,1,0,8600
898,Bobbi Brown,Lip Gloss,Crushed Oil-Infused Gloss,1,779,27.0,27.0,False,0,0,0,0,0,18700
899,Bobbi Brown,Eyeliner,Perfectly Defined Gel Eyeliner,1,178,27.0,27.0,False,0,0,0,0,0,15600
900,Bobbi Brown,Mascara,Smokey Eye Mascara,1,453,31.0,31.0,False,0,0,0,0,0,18400
902,Bobbi Brown,Lip Balm & Treatment,Extra Lip Tint,1,161,29.0,29.0,False,0,0,0,0,0,24200
903,Bobbi Brown,Eye Creams & Treatments,Hydrating Eye Cream,1,389,56.0,56.0,False,0,0,0,0,0,18800
904,Bobbi Brown,Concealer,Creamy Concealer Kit,0,544,39.0,39.0,False,0,0,0,0,0,29700
905,Bobbi Brown,Foundation,Skin Weightless Powder Foundation,1,129,52.0,52.0,False,0,0,0,0,0,9000
906,Bobbi Brown,Foundation,Sheer Finish Pressed Setting Powder,1,230,42.0,42.0,True,online only,1,0,0,0,19800
907,Bobbi Brown,Eyebrow,Natural Brow Shaper & Hair Touch Up,1,97,29.0,29.0,False,0,0,0,0,0,10500
908,Bobbi Brown,Moisturizers,Hydrating Face Cream Moisturizer,1,212,60.0,60.0,False,0,0,0,0,0,12100
909,Bobbi Brown,Lipstick,Crushed Liquid Lipstick,1,742,27.0,27.0,False,0,0,0,0,0,44000
910,Bobbi Brown,Highlighter,Shimmer Brick Highlighter,1,639,48.0,48.0,False,0,0,0,0,0,59000
911,Bobbi Brown,Face Wash & Cleansers,Soothing Face Cleanser Oil,1,8,50.0,50.0,True,online only,1,0,0,0,2800
912,Bobbi Brown,Concealer,Instant Full Cover Concealer,0,234,31.0,31.0,False,0,0,0,0,0,12900
913,Bobbi Brown,Blush,Blush,1,391,33.0,33.0,False,0,0,0,0,0,37500
914,Bobbi Brown,Perfume,Beach Fragrance,1,414,79.0,79.0,False,0,0,0,0,0,11200
916,Bobbi Brown,Lipstick,Crushed Lip Color,1,350,29.0,29.0,False,0,0,0,0,0,34000
917,Bobbi Brown,Lip Liner,Art Stick,1,262,29.0,29.0,False,0,0,0,0,0,21300
918,Bobbi Brown,Moisturizers,Hydrating Water Fresh Cream Moisturizer,1,2,60.0,60.0,False,0,0,0,0,0,791
919,Bobbi Brown,Mascara,No Smudge Mascara,1,100,31.0,31.0,True,online only,1,0,0,0,6000
920,Bobbi Brown,Lipstick,Lipstick,1,503,29.0,29.0,False,0,0,0,0,0,44900
922,Bobbi Brown,Lip Gloss,Lip Gloss,1,240,29.0,29.0,False,0,0,0,0,0,21000
923,Bobbi Brown,Makeup,Shimmer Brick Highlighter Mini,1,658,25.0,25.0,False,0,0,0,0,0,14600
924,Bobbi Brown,Highlighter,Nude Finish Illuminating Setting Powder,1,65,54.0,54.0,False,0,0,0,0,0,13100
925,Bobbi Brown,Eyeliner,Long-Wear Eye Pencil,1,126,27.0,27.0,False,0,0,0,0,0,5500
926,Bobbi Brown,Moisturizers,Extra Repair Moisturizing Balm SPF 25,1,24,102.0,102.0,True,online only,1,0,0,0,2600
927,Bobbi Brown,Lipstick,Luxe Matte Lipstick,1,97,38.0,38.0,False,0,0,0,0,0,14800
928,Bobbi Brown,Mascara,Eye Opening Mascara,0,408,31.0,31.0,False,0,0,0,0,0,6000
929,Bobbi Brown,Concealer,Retouching Face Pencil,1,67,35.0,35.0,False,0,0,0,0,0,7600
933,Bobbi Brown,Makeup Removers,Instant Long-Wear Makeup Remover,1,148,32.0,32.0,False,0,0,0,0,0,7300
934,Bobbi Brown,Face Brushes,Blush Brush,1,108,60.0,60.0,False,0,0,0,0,0,9000
